layer,head,delta_prefix_mass_head,clean_prefix_mass_head,corrupt_prefix_mass_head
11,4.0,0.00238037109375,0.954345703125,0.95196533203125
11,5.0,-0.02581787109375,0.60888671875,0.63470458984375
11,6.0,0.01995849609375,0.86590576171875,0.845947265625
11,7.0,0.002044677734375,0.07820892333984375,0.07616424560546875
11,8.0,0.00213623046875,0.93377685546875,0.931640625
11,9.0,-0.003509521484375,0.531982421875,0.535491943359375
11,10.0,0.0552978515625,0.732666015625,0.6773681640625
11,11.0,0.0250244140625,0.71490478515625,0.68988037109375
11,12.0,0.04583740234375,0.7625732421875,0.71673583984375
11,13.0,-0.0042266845703125,0.2521514892578125,0.256378173828125
11,14.0,-0.001983642578125,0.4271240234375,0.429107666015625
11,15.0,0.009307861328125,0.4683837890625,0.459075927734375
11,16.0,-0.01629638671875,0.7537841796875,0.77008056640625
11,17.0,-0.013824462890625,0.376007080078125,0.38983154296875
11,18.0,-0.03167724609375,0.685546875,0.71722412109375
11,19.0,-0.04266357421875,0.76422119140625,0.806884765625
11,20.0,0.0279541015625,0.677734375,0.6497802734375
11,21.0,-0.02056884765625,0.83612060546875,0.856689453125
11,22.0,0.010711669921875,0.473358154296875,0.462646484375
11,23.0,0.00927734375,0.49530029296875,0.48602294921875
11,24.0,0.00933837890625,0.609130859375,0.59979248046875
11,25.0,-0.0194091796875,0.62286376953125,0.64227294921875
11,26.0,-0.005584716796875,0.54541015625,0.550994873046875
11,27.0,0.0784912109375,0.72369384765625,0.64520263671875
11,28.0,-0.02764892578125,0.393890380859375,0.421539306640625
11,29.0,0.055419921875,0.70281982421875,0.64739990234375
11,30.0,-0.020233154296875,0.1588592529296875,0.1790924072265625
11,31.0,-0.00677490234375,0.75543212890625,0.76220703125
12,0.0,-0.011526107788085938,0.03341865539550781,0.04494476318359375
12,1.0,-0.045379638671875,0.45733642578125,0.502716064453125
12,2.0,-0.0107421875,0.8544921875,0.865234375
12,3.0,0.00872802734375,0.71942138671875,0.710693359375
12,4.0,-0.029541015625,0.26788330078125,0.29742431640625
12,5.0,0.06683349609375,0.63897705078125,0.5721435546875
12,6.0,-0.0142822265625,0.8575439453125,0.871826171875
12,7.0,0.0405731201171875,0.3076324462890625,0.267059326171875
12,8.0,-0.014678955078125,0.376983642578125,0.39166259765625
12,9.0,-0.005859375,0.451690673828125,0.457550048828125
12,10.0,-0.01287841796875,0.2676544189453125,0.2805328369140625
12,11.0,0.06378173828125,0.379913330078125,0.316131591796875
12,12.0,-0.01161956787109375,0.13686370849609375,0.1484832763671875
12,13.0,-0.0660400390625,0.5765380859375,0.642578125
12,14.0,0.0191650390625,0.8388671875,0.8197021484375
12,15.0,0.0313568115234375,0.338623046875,0.3072662353515625
12,16.0,-0.01849365234375,0.866943359375,0.88543701171875
12,17.0,0.025787353515625,0.5108642578125,0.485076904296875
12,18.0,-0.0333099365234375,0.188873291015625,0.2221832275390625
12,19.0,-0.00067138671875,0.97491455078125,0.9755859375
12,20.0,-0.05694580078125,0.38555908203125,0.4425048828125
12,21.0,0.02606201171875,0.94146728515625,0.9154052734375
12,22.0,0.07830810546875,0.7447509765625,0.66644287109375
12,23.0,-0.022125244140625,0.412628173828125,0.43475341796875
12,24.0,-0.0145263671875,0.95294189453125,0.96746826171875
12,25.0,-0.0189666748046875,0.2405548095703125,0.259521484375
12,26.0,-0.016986846923828125,0.03176689147949219,0.04875373840332031
12,27.0,-0.03741455078125,0.33575439453125,0.3731689453125
12,28.0,0.0248870849609375,0.240203857421875,0.2153167724609375
12,29.0,-0.003173828125,0.6292724609375,0.6324462890625
12,30.0,-0.014892578125,0.11740875244140625,0.13230133056640625
12,31.0,0.00579833984375,0.947265625,0.94146728515625
13,0.0,-0.0556640625,0.414337158203125,0.470001220703125
13,1.0,-0.115692138671875,0.553924560546875,0.66961669921875
13,2.0,-0.0408935546875,0.76165771484375,0.80255126953125
13,3.0,0.0013427734375,0.80987548828125,0.80853271484375
13,4.0,-0.0537109375,0.62896728515625,0.68267822265625
13,5.0,-0.005340576171875,0.368865966796875,0.37420654296875
13,6.0,-0.03643798828125,0.66455078125,0.70098876953125
13,7.0,-0.066497802734375,0.540863037109375,0.60736083984375
13,8.0,-0.02227783203125,0.5965576171875,0.61883544921875
13,9.0,-0.02593994140625,0.66400146484375,0.68994140625
13,10.0,-0.01385498046875,0.834716796875,0.84857177734375
13,11.0,-0.00286865234375,0.5780029296875,0.58087158203125
13,12.0,-0.105926513671875,0.319915771484375,0.42584228515625
13,13.0,-0.129547119140625,0.329437255859375,0.458984375
13,14.0,-0.0322265625,0.82745361328125,0.85968017578125
13,15.0,-0.0220947265625,0.62677001953125,0.64886474609375
13,16.0,-0.080352783203125,0.378082275390625,0.45843505859375
13,17.0,-0.00103759765625,0.96270751953125,0.9637451171875
13,18.0,-0.023193359375,0.76739501953125,0.79058837890625
13,19.0,-0.102508544921875,0.559478759765625,0.6619873046875
13,20.0,-0.01458740234375,0.68792724609375,0.7025146484375
13,21.0,-0.02630615234375,0.67822265625,0.70452880859375
13,22.0,-0.0220947265625,0.72259521484375,0.74468994140625
13,23.0,-0.01666259765625,0.7412109375,0.75787353515625
13,24.0,-0.02569580078125,0.8359375,0.86163330078125
13,25.0,-0.06256103515625,0.70745849609375,0.77001953125
13,26.0,-0.00799560546875,0.95904541015625,0.967041015625
