sample_id,task,layer,clean_mean_logprob,corrupt_mean_logprob,patched_mean_logprob,clean_sum_logprob,corrupt_sum_logprob,patched_sum_logprob,recovery_mean,recovery_sum,patch_window
1,strategyqa,0,-2.46661376953125,-1.8743430376052856,-2.5246949195861816,-17.26629638671875,-13.120400428771973,-17.672863006591797,1.098065222380167,1.0980648417079535,6
1,strategyqa,1,-2.46661376953125,-1.8743430376052856,-2.6052441596984863,-17.26629638671875,-13.120400428771973,-18.23670768737793,1.2340659347746141,1.2340655247606416,6
1,strategyqa,2,-2.46661376953125,-1.8743430376052856,-2.484013319015503,-17.26629638671875,-13.120400428771973,-17.388092041015625,1.0293777133329713,1.0293774049870192,6
1,strategyqa,3,-2.46661376953125,-1.8743430376052856,-2.4876532554626465,-17.26629638671875,-13.120400428771973,-17.413572311401367,1.0355234441827204,1.035523307032236,6
1,strategyqa,4,-2.46661376953125,-1.8743430376052856,-2.398820161819458,-17.26629638671875,-13.120400428771973,-16.79174041748047,0.8855361320388443,0.8855359697405571,6
1,strategyqa,5,-2.46661376953125,-1.8743430376052856,-2.3747873306274414,-17.26629638671875,-13.120400428771973,-16.623510360717773,0.844958689490501,0.8449584784395491,6
1,strategyqa,6,-2.46661376953125,-1.8743430376052856,-2.303210973739624,-17.26629638671875,-13.120400428771973,-16.12247657775879,0.7241079463454353,0.7241079338890719,6
1,strategyqa,7,-2.46661376953125,-1.8743430376052856,-2.2468042373657227,-17.26629638671875,-13.120400428771973,-15.727628707885742,0.6288698494993238,0.6288696850689123,6
1,strategyqa,8,-2.46661376953125,-1.8743430376052856,-2.11600923538208,-17.26629638671875,-13.120400428771973,-14.812063217163086,0.40803333480834036,0.4080331030085056,6
1,strategyqa,9,-2.46661376953125,-1.8743430376052856,-2.095794916152954,-17.26629638671875,-13.120400428771973,-14.670563697814941,0.3739031330597338,0.3739030811447825,6
1,strategyqa,10,-2.46661376953125,-1.8743430376052856,-2.091219902038574,-17.26629638671875,-13.120400428771973,-14.638538360595703,0.36617860111004924,0.3661784933545128,6
1,strategyqa,11,-2.46661376953125,-1.8743430376052856,-2.0826141834259033,-17.26629638671875,-13.120400428771973,-14.578298568725586,0.3516485588606425,0.351648511747051,6
1,strategyqa,12,-2.46661376953125,-1.8743430376052856,-2.0852832794189453,-17.26629638671875,-13.120400428771973,-14.596982955932617,0.3561551061104585,0.3561552305459838,6
1,strategyqa,13,-2.46661376953125,-1.8743430376052856,-2.0770652294158936,-17.26629638671875,-13.120400428771973,-14.53945541381836,0.342279610161025,0.3422794500544961,6
1,strategyqa,14,-2.46661376953125,-1.8743430376052856,-2.076838254928589,-17.26629638671875,-13.120400428771973,-14.537866592407227,0.34189638256104066,0.341896222537192,6
1,strategyqa,15,-2.46661376953125,-1.8743430376052856,-2.0659656524658203,-17.26629638671875,-13.120400428771973,-14.461759567260742,0.32353889491179016,0.3235390263841685,6
1,strategyqa,16,-2.46661376953125,-1.8743430376052856,-2.085310935974121,-17.26629638671875,-13.120400428771973,-14.597175598144531,0.3562018019104566,0.35620169630738563,6
1,strategyqa,17,-2.46661376953125,-1.8743430376052856,-2.0835790634155273,-17.26629638671875,-13.120400428771973,-14.585053443908691,0.35327767871057597,0.3532778037668979,6
1,strategyqa,18,-2.46661376953125,-1.8743430376052856,-2.097564458847046,-17.26629638671875,-13.120400428771973,-14.682950019836426,0.37689085915961185,0.37689069158580635,6
1,strategyqa,19,-2.46661376953125,-1.8743430376052856,-2.08628511428833,-17.26629638671875,-13.120400428771973,-14.603995323181152,0.3578466212103894,0.35784663026671437,6
1,strategyqa,20,-2.46661376953125,-1.8743430376052856,-2.012131929397583,-17.26629638671875,-13.120400428771973,-14.084922790527344,0.2326451176655013,0.23264509622655707,6
1,strategyqa,21,-2.46661376953125,-1.8743430376052856,-2.0196242332458496,-17.26629638671875,-13.120400428771973,-14.137368202209473,0.2452952514149848,0.24529505472541957,6
1,strategyqa,22,-2.46661376953125,-1.8743430376052856,-2.0323991775512695,-17.26629638671875,-13.120400428771973,-14.22679328918457,0.26686468551410414,0.26686459918525696,6
1,strategyqa,23,-2.46661376953125,-1.8743430376052856,-2.0105326175689697,-17.26629638671875,-13.120400428771973,-14.07372760772705,0.22994481226561156,0.2299447914092504,6
1,strategyqa,24,-2.46661376953125,-1.8743430376052856,-1.9758892059326172,-17.26629638671875,-13.120400428771973,-13.831223487854004,0.17145228451799974,0.17145221877410136,6
